Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
playwright mpc,18,18,50,60,3.79,https://mcp.directory/servers/playwright-browser-automation,0,0,0.00,0.05,158,"33, 33, 66, 100, 23, 19, 0, 23, 0, 33, 0, 0",2026-06-17,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mcp server kubernetes,41,41,40,29,5.34,https://mcp.directory/servers/kubernetes,0,0,0.00,0.2,128,"64, 100, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11",2026-07-05,"Reviews, Video, Related searches, Discussions and forums",informational,Organic
playwright-test mcp,43,43,40,38,0.00,https://mcp.directory/servers/playwright,0,0,0.00,0.05,108,"0, 28, 28, 14, 100, 28, 78, 14, 14, 14, 14, 14",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
claude godot,28,28,70,20,19.10,https://mcp.directory/skills/godot,0,0,0.00,0.04,122,"4, 23, 4, 19, 4, 4, 4, 4, 33, 100, 100, 80",2026-07-06,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
claude godot,30,30,70,20,19.10,https://mcp.directory/skills/godot,0,0,0.00,0.04,122,"4, 23, 4, 19, 4, 4, 4, 4, 33, 100, 100, 80",2026-07-06,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
claude-code-best-practices,32,32,260,50,13.18,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0.06,110,"7, 12, 29, 36, 29, 15, 12, 12, 12, 36, 36, 100",2026-06-05,"Sitelinks, Video, Related searches",commercial,Organic
fathom mcp,26,26,90,12,6.82,https://mcp.directory/skills/fathom,0,0,0.00,0.02,168,"0, 5, 5, 23, 10, 5, 5, 5, 5, 66, 82, 100",2026-06-22,"Sitelinks, Reviews, Video, Related searches","informational, transactional",Organic
nuxt mcp,25,25,140,43,0.00,https://mcp.directory/skills/nuxt-ui,0,0,0.00,0.01,97,"3, 100, 3, 3, 3, 28, 44, 35, 28, 15, 11, 8",2026-07-12,"Sitelinks, Video, Related searches, AI overview","informational, transactional",Organic
nuxt mcp,36,36,140,43,0.00,https://mcp.directory/skills/nuxt,0,0,0.00,0.01,97,"3, 100, 3, 3, 3, 28, 44, 35, 28, 15, 11, 8",2026-07-12,"Sitelinks, Video, Related searches, AI overview","informational, transactional",Organic
telegram mcp,17,17,140,16,0.00,https://mcp.directory/servers/telegram,0,0,0.00,0.01,90,"6, 43, 53, 53, 34, 6, 6, 6, 6, 100, 100, 100",2026-06-16,"Sitelinks, Reviews, Video, Related searches",informational,Organic
browserbase vs browser use,41,41,70,5,0.00,https://mcp.directory/blog/browserbase-vs-browserless-vs-hyperbrowser-vs-anchor-2026,0,0,0.00,0.33,126,"6, 6, 100, 4, 4, 4, 4, 4, 4, 4, 43, 4",2026-06-05,"Sitelinks, Video, Related searches, AI overview",commercial,Organic
semgrep mcp server,55,55,170,22,8.16,https://mcp.directory/skills/mgrep,0,0,0.00,0.31,89,"3, 0, 1, 10, 6, 100, 1, 1, 1, 1, 1, 3",2026-07-13,"Sitelinks, Reviews, Video, Ads top, Related searches, Ads middle","informational, navigational",Organic
bo7 trello,18,18,70,27,0.00,https://mcp.directory/skills/trello,0,0,0.00,0.33,108,"0, 0, 0, 0, 0, 0, 26, 53, 80, 100, 26, 26",2026-07-13,"Sitelinks, Reviews, Video, Related searches",informational,Organic
ffmpeg mcp,26,26,40,11,0.00,https://mcp.directory/skills/ffmpeg-cli,0,0,0.00,0.33,87,"100, 45, 45, 18, 18, 18, 63, 18, 18, 18, 18, 18",2026-07-01,"Reviews, Video, Related searches, AI overview",informational,Organic
ffmpeg mcp,54,54,40,11,0.00,https://mcp.directory/servers/video-editor,0,0,0.00,0.33,87,"100, 45, 45, 18, 18, 18, 63, 18, 18, 18, 18, 18",2026-07-01,"Reviews, Video, Related searches, AI overview",informational,Organic
tavily docs,20,20,30,38,2.91,https://mcp.directory/skills/tavily-search,0,0,0.00,0.13,105,"50, 100, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14",2026-06-16,"Sitelinks, Video, Related searches","navigational, transactional",Organic
jina ai reader r.jina.ai url format,27,27,1000,30,0.00,https://mcp.directory/skills/jina-ai,0,0,0.00,0,157,100,2026-06-27,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
jina ai reader r.jina.ai url format,53,53,1000,30,0.00,https://mcp.directory/blog/claude-jina-ai-skill-guide,0,0,0.00,0,157,100,2026-06-27,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
datadog mcp server,19,19,1000,36,1.24,https://mcp.directory/servers/datadog,0,0,0.00,0.18,0,"7, 8, 79, 100, 10, 20, 8, 41, 30, 66, 79, 66",2026-07-01,"Sitelinks, Reviews, Video, Related searches, Discussions and forums","navigational, transactional",Organic
datadog mcp server,33,33,1000,36,1.24,https://mcp.directory/blog/top-datadog-mcp-alternatives,0,0,0.00,0.18,0,"7, 8, 79, 100, 10, 20, 8, 41, 30, 66, 79, 66",2026-07-01,"Sitelinks, Reviews, Video, Related searches, Discussions and forums","navigational, transactional",Organic
copilot studio direct line api,17,17,40,30,0.00,https://mcp.directory/servers/microsoft-copilot-studio-direct-line,0,0,0.00,0.33,105,"22, 22, 22, 77, 100, 77, 22, 22, 22, 22, 22, 22",2026-07-12,"Sitelinks, Reviews, Video, Related searches, Discussions and forums, AI overview",informational,Organic
copilot studio direct line api,19,19,40,30,0.00,https://mcp.directory/servers/microsoft-copilot-studio-direct-line,0,0,0.00,0.33,105,"22, 22, 22, 77, 100, 77, 22, 22, 22, 22, 22, 22",2026-07-12,"Sitelinks, Reviews, Video, Related searches, Discussions and forums, AI overview",informational,Organic
claude mcp list,36,36,170,28,6.87,https://mcp.directory/,0,0,0.00,0.08,102,"6, 53, 34, 53, 6, 28, 100, 21, 100, 65, 100, 65",2026-07-22,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
jadx mcp,52,52,140,39,0.00,https://mcp.directory/servers/java-class-analyzer,0,0,0.00,0.33,85,"2, 6, 2, 2, 2, 6, 2, 43, 66, 35, 100, 43",2026-07-07,"Sitelinks, Reviews, Video, Related searches",informational,Organic
mcp server for prometheus,17,17,40,28,4.44,https://mcp.directory/servers/prometheus,0,0,0.00,0.25,108,"100, 11, 11, 100, 55, 11, 77, 11, 100, 11, 22, 22",2026-07-12,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
21st dev mcp server,11,11,50,6,7.07,https://mcp.directory/publishers/21st-dev,0,0,0.00,0.07,106,"2, 2, 2, 5, 5, 5, 5, 10, 2, 2, 100, 5",2026-07-05,"Reviews, Video, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic
21st dev mcp server,45,45,50,6,7.07,https://mcp.directory/blog,0,0,0.00,0.07,106,"2, 2, 2, 5, 5, 5, 5, 10, 2, 2, 100, 5",2026-07-05,"Reviews, Video, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic
21st dev mcp server,65,65,50,6,7.07,https://mcp.directory/servers/magic-ui,0,0,0.00,0.07,106,"2, 2, 2, 5, 5, 5, 5, 10, 2, 2, 100, 5",2026-07-05,"Reviews, Video, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic
n8n-skills,34,34,40,19,0.00,https://mcp.directory/skills/n8n,0,0,0.00,0,101,"100, 0, 0",2026-06-19,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
ableton live mcp,27,27,590,17,0.00,https://mcp.directory/servers/ableton-live,0,0,0.00,0.33,148,"20, 20, 100, 36, 20, 0, 0, 0, 0, 0, 0, 0",2026-06-02,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
claude filesystem,24,24,40,38,0.00,https://mcp.directory/skills/filesystem,0,0,0.00,0.04,153,"100, 14, 14, 50, 64, 64, 14, 14, 14, 14, 14, 14",2026-06-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
vscode mcp servers,23,23,260,50,12.15,https://mcp.directory/servers/vs-code,0,0,0.00,0.02,91,"9, 12, 12, 54, 44, 36, 44, 44, 36, 100, 36, 44",2026-06-17,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
vscode mcp servers,44,44,260,50,12.15,https://mcp.directory/clients/vscode,0,0,0.00,0.02,91,"9, 12, 12, 54, 44, 36, 44, 44, 36, 100, 36, 44",2026-06-17,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
meta mcp,21,21,210,30,5.21,https://mcp.directory/servers/meta-ads,0,0,0.00,0.02,104,"23, 8, 3, 54, 54, 35, 18, 3, 28, 35, 28, 100",2026-07-04,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
meta mcp,38,38,210,30,5.21,https://mcp.directory/blog/meta-ads-mcp-facebook-instagram-ai,0,0,0.00,0.02,104,"23, 8, 3, 54, 54, 35, 18, 3, 28, 35, 28, 100",2026-07-04,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
meta mcp,55,55,210,30,5.21,https://mcp.directory/blog/meta-ads-cli-mcp,0,0,0.00,0.02,104,"23, 8, 3, 54, 54, 35, 18, 3, 28, 35, 28, 100",2026-07-04,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
codex cli mcp support,24,24,110,34,0.00,https://mcp.directory/clients/codex,0,0,0.00,0.14,101,"0, 0, 5, 17, 100, 2, 2, 2, 2, 2, 2, 2",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
todoist claude,30,30,90,16,3.95,https://mcp.directory/servers/todoist,0,0,0.00,0.05,101,"0, 34, 6, 6, 6, 6, 6, 6, 6, 21, 100, 100",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, Related searches","informational, transactional",Organic
meta-ads-mcp,35,35,70,33,8.26,https://mcp.directory/blog/meta-ads-mcp-facebook-instagram-ai,0,0,0.00,0.18,104,"7, 19, 15, 15, 11, 19, 7, 19, 26, 80, 100, 0",2026-06-27,"Sitelinks, Reviews, Video, Ads top, Video Carousel, People also ask, Related searches, Ads middle",commercial,Organic
meta-ads-mcp,56,56,70,33,8.26,https://mcp.directory/blog/meta-ads-cli-mcp,0,0,0.00,0.18,104,"7, 19, 15, 15, 11, 19, 7, 19, 26, 80, 100, 0",2026-06-27,"Sitelinks, Reviews, Video, Ads top, Video Carousel, People also ask, Related searches, Ads middle",commercial,Organic
sequential thinking mcp server,21,21,390,30,6.86,https://mcp.directory/servers/sequential-thinking,0,0,0.00,0.02,107,"16, 16, 20, 20, 10, 7, 4, 4, 4, 3, 8, 5",2026-07-07,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
sequential-thinking mcp,47,47,880,38,13.85,https://mcp.directory/skills/sequential-thinking,0,0,0.00,0.03,112,"100, 0, 100, 0, 79, 0, 0, 0, 24",2026-06-17,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
hostinger api,10,10,70,28,6.33,https://mcp.directory/servers/hostinger-api,0,0,0.00,0.03,127,"12, 5, 100, 5, 5, 5, 5, 5, 5, 5, 5, 53",2026-06-06,"Sitelinks, Video, Related searches, AI overview",informational,Organic
what is context7 mcp,24,24,70,39,0.00,https://mcp.directory/servers/context7,0,0,0.00,0.01,101,"0, 9, 9, 14, 23, 14, 14, 14, 80, 52, 100, 80",2026-07-05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
humanizer skill for claude,36,36,140,30,4.69,https://mcp.directory/skills/humanizer,0,0,0.00,0.03,113,"0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 100, 16",2026-07-12,"Sitelinks, Reviews, Video, Related searches",informational,Organic
examples of mcp servers,22,22,90,75,3.00,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.28,132,"64, 78, 100, 100, 78, 78, 78, 14, 14, 14, 78, 35",2026-06-27,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
prometheus mcp,21,21,170,16,3.56,https://mcp.directory/servers/prometheus,0,0,0.00,0.05,113,"9, 43, 100, 65, 43, 65, 53, 34, 43, 43, 65, 65",2026-06-07,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
prometheus mcp,33,33,170,16,3.56,https://mcp.directory/skills/prometheus-configuration,0,0,0.00,0.05,113,"9, 43, 100, 65, 43, 65, 53, 34, 43, 43, 65, 65",2026-06-07,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
chatgpt mcp support model context protocol,23,23,40,26,0.00,https://mcp.directory/blog/chatgpt-developer-mode-full-access-to-mcp-connectors,0,0,0.00,0,178,"100, 0, 0, 4, 0, 0, 23",2026-06-28,"Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
chatgpt mcp support model context protocol,95,95,40,26,0.00,https://mcp.directory/blog/openai-mcp-integration-guide,0,0,0.00,0,178,"100, 0, 0, 4, 0, 0, 23",2026-06-28,"Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
json-renderer,34,34,40,26,0.00,https://mcp.directory/skills/json-render-react,0,0,0.00,0.01,129,"14, 14, 14, 14, 14, 14, 14, 14, 78, 100, 50, 0",2026-07-12,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
meta ads mcp,14,14,140,30,8.26,https://mcp.directory/servers/meta-ads,0,0,0.00,0.18,103,"4, 2, 2, 2, 2, 2, 2, 2, 54, 29, 54, 100",2026-07-03,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
meta ads mcp,34,34,140,30,8.26,https://mcp.directory/blog/meta-ads-mcp-facebook-instagram-ai,0,0,0.00,0.18,103,"4, 2, 2, 2, 2, 2, 2, 2, 54, 29, 54, 100",2026-07-03,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
meta ads mcp,53,53,140,30,8.26,https://mcp.directory/blog/meta-ads-cli-mcp,0,0,0.00,0.18,103,"4, 2, 2, 2, 2, 2, 2, 2, 54, 29, 54, 100",2026-07-03,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
atlassian-mcp-server,34,34,390,60,4.44,https://mcp.directory/blog/jira-mcp-complete-guide-2026,0,0,0.00,0.03,100,"44, 54, 66, 66, 66, 81, 54, 54, 81, 100, 100, 100",2026-06-30,"Reviews, Video, Video Carousel, Related searches",informational,Organic
atlassian-mcp-server,53,53,390,60,4.44,https://mcp.directory/servers/atlassian-cloud,0,0,0.00,0.03,100,"44, 54, 66, 66, 66, 81, 54, 54, 81, 100, 100, 100",2026-06-30,"Reviews, Video, Video Carousel, Related searches",informational,Organic
list of mcp servers,30,30,260,47,2.63,https://mcp.directory/servers,0,0,0.00,0.07,123,"35, 100, 100, 100, 81, 54, 35, 29, 22, 29, 54, 66",2026-06-04,"Sitelinks, Video, Related searches, AI overview",informational,Organic
mcp-grafana,37,37,210,20,0.00,https://mcp.directory/servers/grafana,0,0,0.00,0.01,105,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-08,"Sitelinks, Video, Related searches, Short videos",informational,Organic
brave api search,25,25,90,49,2.18,https://mcp.directory/servers/brave-search,0,0,0.00,0.53,0,"5, 5, 5, 5, 5, 5, 5, 5, 43, 100, 43, 35",2026-07-09,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",navigational,Organic
brave api search,33,33,90,49,2.18,https://mcp.directory/servers/brave-search,0,0,0.00,0.53,0,"5, 5, 5, 5, 5, 5, 5, 5, 43, 100, 43, 35",2026-07-09,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",navigational,Organic
pylance mcp server,22,22,140,33,6.18,https://mcp.directory/blog,0,0,0.00,0.03,109,"0, 0, 0, 65, 53, 53, 65, 53, 100, 65, 43, 53",2026-07-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
mcp server for slack,39,39,210,31,0.00,https://mcp.directory/servers/slack,0,0,0.00,0.06,93,"81, 14, 81, 14, 14, 81, 14, 14, 43, 100, 14, 14",2026-06-09,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",transactional,Organic
gemini mcp client,40,40,40,36,0.00,https://mcp.directory/clients/gemini-cli,0,0,0.00,0.33,106,"29, 64, 100, 11, 11, 11, 11, 11, 11, 11, 11, 11",2026-06-10,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
free mcp server,1,1,210,44,4.33,https://mcp.directory/blog/best-free-mcp-servers,0,0,0.00,0.36,131,"17, 2, 100, 7, 17, 11, 21, 11, 11, 9, 17, 26",2026-06-17,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
free mcp server,45,45,210,44,4.33,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.36,131,"17, 2, 100, 7, 17, 11, 21, 11, 11, 9, 17, 26",2026-06-17,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
minesdb,98,98,50,39,5.75,https://mcp.directory/servers/mindsdb,0,0,0.00,0.02,102,"100, 78, 100, 64, 64, 0, 0, 0, 0, 0, 0, 50",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",navigational,Organic
cool mcp servers,23,23,40,41,3.14,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.34,134,"81, 45, 0, 9, 0, 27, 36, 0, 63, 63, 45, 45",2026-06-14,"Sitelinks, Video, Ads top, Ads bottom, Related searches, Discussions and forums",informational,Organic
connect chatgpt to mcp server,53,53,30,34,17.90,https://mcp.directory/clients/chatgpt,0,0,0.00,0.18,120,"18, 18, 18, 63, 18, 36, 18, 100, 18, 18, 18, 18",2026-06-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
codex agent internet access,59,59,50,48,0.00,https://mcp.directory/blog/codex-remote-guide-2026,0,0,0.00,0.12,103,"0, 100, 5, 5, 7, 5, 0, 5, 5, 5, 5, 5",2026-07-12,"Sitelinks, Video, Related searches, AI overview",informational,Organic
cursor indexing,23,23,50,29,9.94,https://mcp.directory/skills/cursor-codebase-indexing,0,0,0.00,0.05,133,"52, 52, 9, 9, 9, 9, 9, 9, 9, 100, 9, 9",2026-06-09,"Sitelinks, Video, Related searches, AI overview",informational,Organic
exa mcp server,30,30,170,3,3.12,https://mcp.directory/servers/exa-search,0,0,0.00,0.18,80,"53, 81, 53, 100, 43, 43, 43, 34, 28, 65, 65, 53",2026-06-25,"Sitelinks, Reviews, Video, Related searches, Discussions and forums",informational,Organic
microsoft mcp server,18,18,210,59,5.24,https://mcp.directory/publishers/microsoft,0,0,0.00,0.03,105,"18, 18, 28, 23, 35, 35, 100, 35, 44, 28, 35, 54",2026-06-15,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
taskmaster ai mcp,12,12,50,21,0.00,https://mcp.directory/servers/task-master,0,0,0.00,0.03,101,"5, 100, 100, 100, 11, 11, 11, 11, 11, 11, 11, 11",2026-06-16,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
serena github,16,16,260,47,0.00,https://mcp.directory/servers/serena,0,0,0.00,0.33,78,"5, 2, 44, 19, 100, 23, 54, 19, 23, 19, 29, 29",2026-06-14,"Sitelinks, Reviews, Video, Video Carousel, Related searches",navigational,Organic
knowledge graph memory,40,40,70,29,4.23,https://mcp.directory/servers/knowledge-graph-memory,0,0,0.00,0.12,133,"12, 66, 12, 12, 12, 12, 5, 5, 5, 12, 43, 5",2026-06-17,"Image pack, Sitelinks, Reviews, Video, Related searches",informational,Organic
gog openclaw,24,24,70,17,3.55,https://mcp.directory/skills/gog,0,0,0.00,0.04,72,"0, 0, 0, 0, 0, 0, 0, 0, 5, 100, 53, 43",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
prompts for context7,10,10,260,14,0.00,https://mcp.directory/servers/context7,0,0,0.00,0,106,"100, 0, 0, 0, 0, 0, 0",2026-06-14,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
openapi mcp server,32,32,90,18,4.51,https://mcp.directory/servers/openapi,0,0,0.00,0.17,134,"78, 78, 78, 78, 100, 64, 28, 28, 28, 35, 50, 35",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
exa search mcp,30,30,110,36,3.20,https://mcp.directory/servers/exa-search,0,0,0.00,0.2,74,"12, 6, 100, 81, 34, 53, 6, 6, 65, 21, 28, 21",2026-06-27,"Reviews, Video, Ads bottom, People also ask, Related searches","informational, transactional",Organic
mcp prometheus,24,24,50,17,0.00,https://mcp.directory/servers/prometheus,0,0,0.00,0.03,104,"44, 23, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2026-06-16,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Related searches","informational, transactional",Organic
mcp prometheus,34,34,50,17,0.00,https://mcp.directory/skills/prometheus-configuration,0,0,0.00,0.03,104,"44, 23, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2026-06-16,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Related searches","informational, transactional",Organic
