Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"mcp,repository,server",mcp server repository,Informational,70,"0.09,0.09,0.28,1.00,0.21,0.34,0.15,0.15,0.15,0.21,0.21,0.15",71,3.49,0.22,"Sitelinks, Video, Related searches",106
"mcp,resources,server",mcp server resources,Informational,390,"0.45,1.00,0.55,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02",24,5.59,0.17,"Video, Related searches",131
"mcp,salesforce,server",mcp server salesforce,"Navigational, Transactional",70,"0.33,0.52,0.33,1.00,0.80,0.66,0.33,0.23,0.42,0.33,0.42,0.80",45,7.14,0.13,"Sitelinks, Video, Video carousel, People also ask, Related searches",10600000
"mcp,search,server",mcp server search,Commercial,40,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.00,0.14,0.00,0.00,0.14",35,2.39,0.20,"Sitelinks, Video, Video carousel, Related searches",125
"mcp,server,specs",mcp server spec,Informational,70,"1.00,0.17,0.64,1.00,0.64,0.64,0.11,0.11,0.11,0.11,0.64,0.11",60,0.00,0.02,"Sitelinks, AI Overview, Video",105
"mcp,server,test",mcp server test,Informational,40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.36,1.00,0.45,1.00",28,7.55,0.25,"AI Overview, Reviews, Video",129
"mcp,server,url",mcp server url,Informational,110,"0.06,0.81,0.53,1.00,1.00,0.65,0.06,0.06,0.06,0.06,0.06,0.28",66,3.77,0.21,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches",130
"code,mcp,server,vs",mcp server vs code,"Informational, Commercial",40,"0.63,0.36,0.45,1.00,0.63,0.36,0.27,0.27,0.63,0.36,0.63,0.36",44,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, Related searches",107
"mcp,server",mcp server what is it,Informational,140,"0.42,0.65,0.42,1.00,1.00,0.07,0.42,0.80,0.65,0.42,0.65,0.53",53,0.66,0.19,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",183
"automation,mcp,server,workflow",mcp server workflow automation,Informational,110,"0.02,0.43,1.00",17,0.00,0.00,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Discussions and forums, Related searches",118
"mcp,servers",mcp servers,Informational,14800,"0.66,0.81,0.54,0.66,0.44,1.00,0.44,0.29,0.66,0.54,0.54,0.44",81,3.49,0.22,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",124
"ai,mcp,servers",mcp servers ai,Informational,140,"0.28,0.00,0.28,0.17,0.17,0.53,0.17,0.53,0.12,1.00,0.28,0.23",50,3.78,0.40,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",122
"anthropic,mcp,servers",mcp servers anthropic,Navigational,50,"1.00,0.17,0.17,0.17,0.17,1.00,0.64,0.17,0.17,0.17,0.17,0.17",51,0.00,0.04,"Sitelinks, Image, Video, People also ask",108
"cursor,mcp,servers",mcp servers cursor,Informational,480,"1.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00",32,3.57,0.04,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",125
"definition,mcp,servers",mcp servers definition,Informational,50,"0.11,0.64,0.11,0.11,1.00,0.11,0.82,0.11,0.11,0.29,0.41,0.11",54,0.23,0.23,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",253000
"example,mcp,servers",mcp servers examples,Informational,50,"0.26,0.34,0.07,0.07,0.07,0.42,0.00,0.07,0.03,1.00,0.07,0.03",56,2.36,0.29,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Ads bottom",127
"explained,mcp,servers",mcp servers explained,Informational,50,"0.11,0.11,1.00,0.82,0.64,0.11,0.11,0.52,0.64,0.64,0.82,0.64",51,0.84,0.38,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, Ads bottom",3360000
"development,mcp,servers",mcp servers for developers,Informational,30,"0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",18,4.81,0.64,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",124
"ai,mcp,servers",mcp servers in ai,Informational,30,"0.18,0.36,0.36,1.00,0.18,0.18,0.18,0.18,0.00,0.18,0.18,0.18",42,2.92,0.54,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",129
"list,mcp,servers",mcp servers list,Informational,590,"0.55,1.00,0.55,0.30,0.36,0.76,0.55,0.24,0.24,0.36,0.30,0.36",55,1.72,0.06,"Sitelinks, AI Overview, Video, Related searches",131
"mcp,meaning,servers",mcp servers meaning,Informational,40,"0.00,0.05,0.05,0.35,0.66,0.05,0.05,0.07,0.05,0.17,1.00,0.28",47,0.33,0.10,"Sitelinks, AI Overview, Video, People also ask, Related searches",128
"mcp,news,servers",mcp servers news,Informational,590,"0.00,0.00,0.04,0.44,1.00,0.00,0.01,0.00,0.00,0.00,0.00",26,0.00,0.00,"Sitelinks, Video, Video carousel, People also ask, Top stories, Related searches",8850000
"mcp,repository,servers",mcp servers repository,"Informational, Transactional",50,"0.09,0.66,0.43,0.33,0.00,0.14,0.00,0.00,0.00,1.00,0.33,0.04",40,5.35,0.20,"Video, Video carousel, Related searches, Ads bottom",61
"mcp,servers,vscode",mcp servers vscode,Informational,70,"0.11,0.23,1.00,1.00,0.64,0.64,0.64,0.11,0.11,0.11,0.17,0.11",62,0.00,0.09,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",7850000
"mcp,service",mcp services,Informational,320,"0.81,1.00,1.00,0.43,0.81,0.81,0.67,0.43,0.67,0.43,1.00,0.67",31,1.78,0.02,"AI Overview, Video, People also ask, Local pack, Related searches",129
"mcp,shop",mcp shop,Commercial,110,"0.52,1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.52,0.52,0.80,0.33",15,0.00,0.33,"Sitelinks, Video, People also ask, Related searches",141
mcp,mcp so,Navigational,390,"1.00,0.67,0.53,0.36,0.22,0.04,0.22,0.11,0.22,0.11,0.29,0.22",59,5.98,0.05,"Sitelinks, Video, People also ask, Related searches",59800000
"mcp,software",mcp software,Informational,170,"0.80,0.80,1.00,0.65,0.65,0.53,0.53,0.53,0.53,0.65,0.65,0.65",70,2.38,0.08,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, People also ask, Related searches, Things to know",127
"mcp,specs",mcp spec,Navigational,720,"0.30,0.67,1.00,0.76,0.55,1.00,0.55,0.55,0.55,0.55,0.55,0.67",42,2.48,0.02,"Sitelinks, AI Overview, Video, Related searches",28000000
"mcp,specifications",mcp specification,Informational,720,"0.81,0.81,1.00,0.55,0.62,0.81,0.45,0.30,0.45,0.36,0.55,0.55",63,2.48,0.02,"Sitelinks, Video, Related searches",109
"code,mcp,specifications,vs",mcp specification vs code,Commercial,40,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.04",49,0.00,0.00,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",105
"mcp,server,sse",mcp sse server,Informational,50,"1.00,0.64,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,0.00,0.14,"Sitelinks, Video, Related searches",3060000
"mcp,stand",mcp stand for,Informational,110,"0.65,0.53,0.03,0.43,0.43,1.00,0.53,0.00,0.12,0.65,0.65,0.43",44,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",38900000
"agent,ai,mcp,standard",mcp standard for ai agents,Informational,170,"0.00,0.00,0.50,1.00,1.00,0.50,0.50,1.00,0.50,0.50,1.00,1.00",64,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",184
"mcp,news,standard",mcp standard news,Informational,110,"1.00,0.52,0.41,0.17,0.05,0.00,0.05",27,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches",11800000
"mcp,standard",mcp standards,Informational,140,"1.00,1.00,0.21,0.28,0.53,0.00,0.28,0.21,0.21,0.53,0.28,0.53",64,0.00,0.01,"AI Overview, Video, Video carousel, People also ask, Related searches",126
"mcp,stand",mcp stands for,Informational,480,"0.24,0.38,0.59,0.47,0.47,0.38,0.24,0.38,0.59,0.47,0.88,1.00",66,0.94,0.01,"AI Overview, Video, Video carousel, People also ask, Related searches",120
"mcp,start",mcp start,Informational,50,"0.11,0.23,0.82,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",58,0.00,0.94,"Sitelinks, Video, Video carousel, People also ask, Related searches",72800000
"mcp,store",mcp store,Informational,170,"0.65,1.00,0.80,0.53,0.53,0.42,0.26,0.53,0.53,0.42,0.80,0.35",11,0.00,0.00,"Sitelinks, Video, People also ask, Related searches",178
"design,mcp,system",mcp system design,Informational,50,"0.11,0.64,0.11,0.64,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",39,6.94,0.15,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Ads bottom, Ads middle",136
"mcp,tech",mcp tech,Informational,110,"0.42,0.42,1.00,0.42,0.53,0.65,0.15,0.42,0.15,0.19,0.19,0.26",66,0.00,0.01,"Sitelinks, AI Overview, Image, Video, Short videos, People also ask, Related searches",58200000
"mcp,technology",mcp technology,Informational,140,"1.00,0.52,1.00,0.52,0.80,0.80,0.66,0.42,0.52,0.66,0.52,0.66",50,0.94,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",136
"mcp,test",mcp test,Informational,210,"0.66,0.66,0.66,0.66,0.52,1.00,0.66,0.52,0.66,0.66,0.82,0.82",31,6.13,0.01,"AI Overview, Video, Video carousel, People also ask, Related searches",126
"mcp,toolkit",mcp toolkit,Informational,140,"0.06,0.81,1.00,0.65,0.34,0.53,0.81,0.21,0.28,0.21,0.21,0.15",64,4.77,0.13,"Sitelinks, AI Overview, Video, People also ask, Related searches",120
"mcp,training",mcp training,Informational,90,"0.29,0.39,0.39,1.00,0.64,1.00,0.11,0.39,0.82,0.39,0.64,0.39",51,2.49,0.19,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",134
"mcp,tutorial",mcp tutorial,Informational,590,"1.00,0.76,0.67,0.36,0.36,0.36,0.36,0.20,0.24,0.16,0.24,0.20",65,1.09,0.16,"Sitelinks, Image, Video, Video carousel, Related searches",59000000
"mcp,universe",mcp universe,Informational,90,"0.00,0.00,0.00,0.65,0.43,1.00,0.06,0.53,0.43,0.21,0.34,0.00",27,0.00,0.33,"Video, Related searches",134
"code,mcp,vs",mcp vs code,Commercial,50,"1.00,0.63,1.00,0.45,0.36,0.36,0.18,0.18,0.27,0.27,0.36,0.27",64,0.00,0.04,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",154000000
"call,mcp,tool,vs",mcp vs tool calling,"Informational, Commercial",110,"0.65,1.00,1.00,0.65,0.65,0.53,0.53,0.29,0.41,0.65,0.65,0.53",26,0.00,0.01,"Sitelinks, AI Overview, Image, Video, Short videos, Discussions and forums, Related searches",55600000
"mcp,vscode",mcp vscode,"Navigational, Commercial",170,"1.00,0.80,0.80,0.53,0.53,0.42,0.53,0.26,0.42,0.42,0.53,0.65",60,11.68,0.07,"Sitelinks, Video, Video carousel, Related searches, Ads bottom",93
"mcp,web",mcp web,Informational,110,"0.64,1.00,1.00,0.64,0.64,0.41,0.29,0.29,0.29,0.52,0.52,0.52",56,3.64,0.05,"Video, Video carousel",126
"mcp,website",mcp website,Informational,110,"1.00,1.00,1.00,0.65,1.00,0.11,0.29,0.29,0.29,0.40,0.82,0.65",63,3.64,0.05,"Sitelinks, Video, Video carousel, People also ask, Related searches",131
mcp,mcp what is it,Informational,170,"1.00,0.80,0.43,0.65,0.43,0.43,0.43,0.28,0.52,0.65,0.80,1.00",53,0.41,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads middle",129
"mcp,paper,white",mcp white paper,Informational,30,"0.36,0.18,1.00,0.81,0.81,0.18,0.18,0.18,0.18,0.18,0.18,0.18",23,12.34,0.49,"Video, Related searches",136
"mcp,wikipedia",mcp wikipedia,"Informational, Transactional",170,"1.00,1.00,1.00,1.00,0.80,0.80,0.53,0.53,0.42,0.53,0.53,0.53",41,0.00,0.00,"Sitelinks, Video, Related searches",67000000
"mcp,youtube",mcp youtube,Navigational,140,"0.43,0.66,0.43,0.05,0.05,0.17,0.12,0.10,1.00,0.10,0.12,0.05",51,0.00,0.01,"Video, Related searches",109
"mcp,サーバー,一覧",mcp サーバー 一覧,Informational,50,"1.00,0.00,0.64,0.23,0.23,0.11,0.11,0.11,0.11,0.00,0.11,0.11",13,0.00,0.07,"Sitelinks, Video, Related searches, Ads top, Ads bottom",63
"mcp,仓库",mcp 仓库,Informational,50,"0.11,0.23,0.23,0.11,0.82,0.11,1.00,0.11,0.11,0.11,0.11,0.11",34,2.27,0.11,"Video, Related searches",132
"mcp,协议",mcp 协议,Informational,390,"1.00,0.53,0.67,0.27,0.23,0.27,0.10,0.27,0.27,0.00,0.27,0.00",46,3.31,0.03,"AI Overview, Video, Knowledge panel, Related searches, Ads bottom",133
"mcp,官网",mcp 官网,Informational,30,"1.00,1.00,0.00,0.17,0.17,0.00,0.00,0.17,0.00,0.17,0.17,0.17",72,3.31,0.15,"AI Overview, Video, Related searches, Ads top",133
mcp,mcp's,Informational,2400,"0.00,0.00,0.01,0.03,0.03,0.00,0.00,0.04,0.01,1.00,0.00,0.00",69,3.04,0.08,"AI Overview, Reviews, Video, Video carousel, People also ask, Local pack, Related searches",124
"agent,mcp",mcp-agent,Informational,880,"0.82,0.00,0.00,1.00,0.55,0.34,0.00,0.08,0.00,0.13,0.13,0.08",72,2.78,0.25,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom, Ads middle",124
"mcp,server",mcp-server,Informational,590,"1.00,0.00,1.00,0.04,0.00,0.04,0.00,0.07,0.00,0.20,0.20,0.08",74,2.87,0.20,"Sitelinks, AI Overview, Video, People also ask, Related searches",131
"chart,mcp,server",mcp-server-chart,Informational,480,"0.00,0.03,1.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00",16,0.00,0.04,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",19900000
"ai,mcp",mcp.ai,Informational,210,"0.00,0.00,1.00,0.26,0.17,0.00,0.00,0.07,0.07",46,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask",155000000
"json,mcp,vscode",mcp.json vscode,Informational,40,"0.80,0.80,1.00,1.00,0.80,0.80,0.60,0.60,1.00,1.00,0.80,0.80",46,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",85
mcpdoc,mcpdoc,Informational,90,"0.78,1.00,0.78,0.64,0.64,0.64,0.50,0.50,0.50,0.50,0.14,0.50",5,5.41,0.03,"Video, Related searches",127
mcpmarket,mcpmarket,Navigational,260,"0.23,0.19,0.19,0.15,0.05,0.23,0.00,0.00,0.67,1.00,0.81,1.00",50,0.00,0.33,"Sitelinks, Video, Related searches",129
"mcpp,training",mcpp training,"Informational, Transactional",110,"0.52,0.42,0.80,0.42,0.66,0.66,0.52,0.80,0.80,0.52,0.66,1.00",27,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches",69200
"14,525,mcps",mcps 525 14,Navigational,40,"0.11,0.11,0.11,0.23,1.00,0.11,0.11,0.00,0.11,0.11,0.11,0.11",13,0.00,0.33,Related searches,38500
"ai,mcps",mcps ai,Informational,260,"0.43,0.35,0.54,0.54,0.54,0.43,0.35,0.35,0.35,0.66,1.00,0.81",33,5.10,0.01,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",106
"explained,mcps",mcps explained,Informational,50,"0.23,0.23,1.00,0.41,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.17",48,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",108
mcpserver,mcpserver,Informational,390,"1.00,0.67,0.23,0.67,0.81,0.12,0.19,0.29,0.81,0.02,0.15,0.44",66,1.60,0.11,"AI Overview, Image, Video, Video carousel, Short videos, People also ask, Related searches",5950000
mcpservers,mcpservers,Navigational,260,"0.36,0.66,0.23,1.00,0.05,0.29,0.29,0.09,0.29,0.15,0.15,0.29",83,0.21,0.18,"Sitelinks, Video, Video carousel, Short videos, People also ask, Related searches, Ads top, Ads middle",129
mcpso,mcpso,Informational,590,"0.37,1.00,0.00,0.00,1.00,0.44,0.20,0.00,0.01,0.00,0.01,0.01",69,2.31,0.00,"Sitelinks, Video, Video carousel",129
mcp协议,mcp协议,Informational,3600,"0.81,1.00,1.00,0.81,0.54,0.03,0.02,0.02,0.54,0.02,0.04,0.02",42,3.31,0.03,"AI Overview, Video, Knowledge panel, Related searches",135
mcp合集,mcp合集,Informational,210,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",34,0.00,0.00,"Video, Related searches",133
mcp大全,mcp大全,Informational,90,"0.18,0.18,0.18,0.14,0.14,0.14,0.10,0.10,0.14,1.00,0.04,0.04",20,0.00,0.05,"Reviews, Video, Related searches",135
55054996ab,mcp官网,Informational,260,"0.05,0.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",59,0.00,0.04,"People also ask, Related searches, Ads bottom",5680000
mcp文档,mcp文档,Commercial,50,"1.00,0.11,0.11,0.11,0.41,0.11,0.11,0.11,0.11,0.11,0.11,0.11",26,0.00,0.33,"Video, Related searches, Ads bottom",131
"mcservers,org",mcservers.org,"Navigational, Commercial",170,"0.65,0.80,0.65,0.53,0.53,0.53,0.65,0.80,1.00,0.80,1.00,0.00",84,0.00,0.01,"Sitelinks, Reviews, Video",139000
"mctp,protocol",mctp protocol,Informational,40,"0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",23,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches",130
"mcp,meaning",meaning of mcp,Informational,30,"0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.81,1.00",59,0.58,0.00,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches",59500000
"access,control,media,protocol",media access control protocol,Informational,70,"1.00,0.35,0.35,0.50,0.50,0.64,0.64,0.64,0.50,0.35,0.50,0.50",9,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",282000000
"desktop,mfc",mfc desktop,Informational,70,"0.05,0.05,0.05,0.05,0.27,0.05,0.27,1.00,0.82,0.52,0.23,0.52",23,0.00,0.01,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",133
"azure,mcp,microsoft",microsoft azure mcp,"Informational, Transactional",70,"1.00,0.45,1.00,1.00,1.00,1.00,0.18,0.36,0.45,0.63,0.18,0.18",58,8.65,0.04,"Sitelinks, Video, Related searches",107
"mcp,microsoft,servers",microsoft mcp servers,Informational,90,"0.07,0.42,0.42,0.53,0.42,0.53,0.42,1.00,0.65,0.53,0.80,0.53",51,4.32,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches",106
"concept,model,protocol",model concept protocol,Informational,50,"1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",77,3.04,0.15,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",152
"content,model,protocol",model content protocol,Informational,70,"0.52,0.52,0.09,1.00,0.09,0.42,0.09,0.19,0.09,0.09,0.09,0.09",77,3.92,0.29,"Sitelinks, AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches, Things to know",157
"context,model",model context,Informational,140,"0.53,0.43,0.53,0.34,0.53,1.00,0.65,0.34,0.21,0.03,0.09,0.15",76,4.64,0.02,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Things to know, Ads bottom",133
"context,model,protocol",model context protocol,"Informational, Commercial",14800,"1.00,0.81,1.00,0.81,1.00,0.81,0.54,0.30,0.36,0.44,0.44,0.54",76,3.12,0.17,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",157
"ai,context,model,protocol",model context protocol ai,Informational,90,"0.52,0.52,0.52,0.42,1.00,0.23,0.33,0.09,0.52,0.09,0.09,0.33",78,5.38,0.31,"Sitelinks, AI Overview, Video, People also ask, Related searches",154
"anthropic,context,model,protocol",model context protocol anthropic,Navigational,320,"0.36,0.30,1.00,0.24,0.24,0.08,0.05,0.06,0.16,0.05,0.05,0.45",93,4.15,0.06,"Sitelinks, AI Overview, Image, Video, Video carousel, Things to know",101
"architecture,context,model,protocol",model context protocol architecture,Informational,70,"0.52,0.52,0.52,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",39,6.17,0.07,"AI Overview, Image, Image pack, Video, Related searches",134
"anthropic,context,model,protocol",model context protocol by anthropic,"Informational, Navigational",40,"0.14,1.00,0.14,0.28,0.14,0.64,0.14,0.14,0.14,0.14,0.14,0.00",81,0.00,0.29,"Sitelinks, Video, People also ask, Related searches, Things to know",148
"claude,code,context,model,protocol",model context protocol claude code,Informational,50,"1.00,0.14,0.00,0.00",72,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom",140
"context,definition,model,protocol",model context protocol definition,Informational,320,"0.20,0.35,0.20,0.50,0.10,0.05,0.35,0.40,0.65,1.00,0.65,0.25",71,0.00,0.13,"AI Overview, Image pack, Video, Short videos, People also ask, Related searches",132
"context,doc,model,protocol",model context protocol docs,Informational,50,"0.05,0.05,0.05,0.05,0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.05",64,0.00,0.33,"Video, Related searches",134
"context,example,model,protocol",model context protocol example,Informational,70,"1.00,0.52,0.66,0.04,0.33,0.04,0.14,0.00,0.14,0.00,0.00,0.00",53,1.67,0.25,"AI Overview, Image pack, Video, Video carousel, Related searches",105
"context,example,model,protocol",model context protocol examples,Informational,260,"1.00,0.81,0.54,0.22,0.54,0.43,0.66,0.35,0.43,0.35,0.14,0.14",38,3.69,0.32,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",127
"context,explanation,model,protocol",model context protocol explanation,Informational,140,"1.00,0.18,0.18,0.28,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03",65,0.00,0.13,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",124
"context,figma,mcp,model,protocol,server",model context protocol figma mcp server,Informational,70,"1.00,0.00,0.00,0.00,0.00,0.00,0.00",63,0.00,0.00,"Sitelinks, Video, Video carousel, Discussions and forums, Related searches",606000
"context,introduction,model,protocol",model context protocol introduction,Informational,110,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",54,0.00,0.24,"AI Overview, Video, Video carousel, Related searches",120
"context,ios,model,protocol",model context protocol io,Informational,90,"0.80,1.00,0.80,0.80,0.80,0.80,0.34,0.29,0.29,0.00,0.00,0.00",77,9.24,0.18,"Video, Video carousel, Related searches",102
"context,logo,model,protocol",model context protocol logo,Informational,90,"1.00,1.00,1.00,1.00,0.64,1.00,0.64,0.45,0.64,0.64,0.82,0.64",49,0.00,0.01,"Reviews, Image pack, Video, Related searches",134
"context,mcp,model,protocol",model context protocol mcp,Informational,2900,"0.24,0.54,0.36,0.24,0.29,1.00,0.24,0.08,0.24,0.13,0.13,0.13",81,4.20,0.30,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",132
"ai,context,mcp,model,protocol",model context protocol mcp ai,Informational,210,"0.00,0.25,0.07,0.00,0.31,0.13,0.03,0.31,1.00,0.04,0.02,0.52",63,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",8870000
"anthropic,context,mcp,model,protocol",model context protocol mcp anthropic,Navigational,5400,"0.19,0.16,0.81,0.54,1.00,0.19,0.01,0.00,0.00,0.00,0.00,0.05",98,0.00,0.03,"Sitelinks, Video, People also ask, Related searches, Things to know, Ads bottom",135
"anthropic,context,definition,mcp,model,protocol",model context protocol mcp anthropic definition,Informational,140,"1.00,0.04,1.00,0.33,0.00,0.00,0.00",61,0.00,0.00,"AI Overview, Image, Video, Related searches",167
"anthropic,context,mcp,model,open,protocol,standard",model context protocol mcp anthropic open standard,Informational,70,"1.00,0.15,0.06,0.00,0.00,0.00,0.00",79,0.00,0.00,"AI Overview, Video, Video carousel, Related searches",160
"context,explained,mcp,model,protocol",model context protocol mcp explained,Informational,40,"1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27",33,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",176
"context,github,mcp,model,protocol",model context protocol mcp github,Navigational,50,"0.11,0.11,0.64,1.00,0.64,0.11,0.11,0.11,0.11,0.11,0.11,0.11",50,0.00,0.02,"Sitelinks, Video, Related searches",134
"context,mcp,model,overview,protocol",model context protocol mcp overview,Informational,210,"0.03,0.67,1.00,0.36,0.05,0.01,0.00,0.00,0.00",50,0.00,0.00,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches",191
"context,mcp,model,protocol,server",model context protocol mcp server,Informational,260,"0.03,0.00,0.72,0.07,0.17,0.17,0.32,0.07,0.21,0.59,0.59,1.00",74,5.10,0.19,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",193
"context,mcp,model,protocol,servers",model context protocol mcp servers,Informational,480,"0.08,0.36,0.55,0.36,0.30,0.36,1.00,0.10,0.24,0.36,0.55,0.67",76,5.10,0.19,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",185
"context,mcp,model,protocol,specifications",model context protocol mcp specification,Informational,70,"0.00,0.23,0.04,0.14,1.00,1.00,0.00,0.09,0.09",56,6.98,0.16,"Sitelinks, Video, Related searches",6720000
"2024,2025,context,mcp,model,protocol,specifications",model context protocol mcp specification 2024 2025,Informational,140,"1.00,0.66,0.66,0.80,0.66,0.23,0.04",50,0.00,0.00,"Sitelinks, Image, Video, Related searches",620000
"context,mcp,model,protocol,tutorial",model context protocol mcp tutorial,Informational,40,"0.50,1.00,0.14,0.35,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",43,2.57,0.55,"AI Overview, Video, Video carousel, Short videos, Related searches",165
"context,mcp,model,protocol",model context protocol mcp what is it,Informational,90,"1.00,0.81,0.06,0.00,0.00,0.03,0.09,0.00",50,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",173
"context,model,news,protocol",model context protocol news,Informational,4400,"0.00,0.00,0.00,0.00,0.13,0.04,1.00,0.54,0.01,0.00,0.08,0.07",54,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches",129
"2025,context,model,news,october,protocol",model context protocol news october 2025,Informational,170,"1.00,0.00,0.00,0.01,0.02,0.03,0.02",50,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",125000000
"context,model,news,protocol,today",model context protocol news today,Informational,210,"0.00,0.10,1.00,0.00,0.02,0.00,0.00,0.00",50,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",216
"2026,context,doc,model,official,protocol",model context protocol official docs 2026,Informational,50,"1.00,0.11",,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",130
"context,model,overview,protocol",model context protocol overview,Informational,40,"0.00,0.64,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.17",61,4.76,0.10,"AI Overview, Video, Video carousel, People also ask",132
"context,model,playwright,protocol,server",model context protocol playwright server,Informational,50,"0.00,0.00,1.00,0.04,0.00,0.00,0.00,0.00,0.02,0.00,0.02",10,0.00,0.00,"AI Overview, Reviews, Video, Video carousel, Related searches",153
